entity,birth_date,url,offset_days,target_date,snapshot_timestamp,S_t,title,h1,meta_description,json_ld,schema_org_type,open_graph,social_links,content_depth,word_count,status,snapshot_url
Udio,2024-04-10,https://www.udio.com,60,2024-06-09,,,,,,,,,,,,no_snapshot,
Udio,2024-04-10,https://www.udio.com,90,2024-07-09,20240710013806,3,1,0,1,0,0,1,0,0,6,ok,https://web.archive.org/web/20240710013806id_/https://www.udio.com
Udio,2024-04-10,https://www.udio.com,180,2024-10-07,20241008092304,3,1,0,1,0,0,1,0,0,6,ok,https://web.archive.org/web/20241008092304id_/https://www.udio.com
Llama 3,2024-04-18,https://ai.meta.com/blog/meta-llama-3/,0,2024-04-18,20240419000829,5,1,0,1,0,0,1,1,1,3028,ok,https://web.archive.org/web/20240419000829id_/https://ai.meta.com/blog/meta-llama-3/
Llama 3,2024-04-18,https://ai.meta.com/blog/meta-llama-3/,30,2024-05-18,20240518150246,5,1,0,1,0,0,1,1,1,3028,ok,https://web.archive.org/web/20240518150246id_/https://ai.meta.com/blog/meta-llama-3/
Llama 3,2024-04-18,https://ai.meta.com/blog/meta-llama-3/,60,2024-06-17,20240618003709,5,1,0,1,0,0,1,1,1,3028,ok,https://web.archive.org/web/20240618003709id_/https://ai.meta.com/blog/meta-llama-3/
Llama 3,2024-04-18,https://ai.meta.com/blog/meta-llama-3/,90,2024-07-17,20240717131109,5,1,0,1,0,0,1,1,1,3028,ok,https://web.archive.org/web/20240717131109id_/https://ai.meta.com/blog/meta-llama-3/
Llama 3,2024-04-18,https://ai.meta.com/blog/meta-llama-3/,180,2024-10-15,20241009144508,5,1,0,1,0,0,1,1,1,3029,ok,https://web.archive.org/web/20241009144508id_/https://ai.meta.com/blog/meta-llama-3/
Phi-3,2024-04-23,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,0,2024-04-23,20240423204115,8,1,1,1,1,1,1,1,1,6221,ok,https://web.archive.org/web/20240423204115id_/https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/
Phi-3,2024-04-23,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,30,2024-05-23,20240524145444,8,1,1,1,1,1,1,1,1,6303,ok,https://web.archive.org/web/20240524145444id_/https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/
Phi-3,2024-04-23,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,60,2024-06-22,20240621000615,8,1,1,1,1,1,1,1,1,2288,ok,https://web.archive.org/web/20240621000615id_/https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/
Phi-3,2024-04-23,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,90,2024-07-22,20240723110700,8,1,1,1,1,1,1,1,1,2221,ok,https://web.archive.org/web/20240723110700id_/https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/
Phi-3,2024-04-23,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,180,2024-10-20,,,,,,,,,,,,no_snapshot,
AlphaFold 3,2024-05-08,https://deepmind.google/technologies/alphafold/,0,2024-05-08,20240508232632,6,1,1,1,0,0,1,1,1,1639,ok,https://web.archive.org/web/20240508232632id_/https://deepmind.google/technologies/alphafold/
AlphaFold 3,2024-05-08,https://deepmind.google/technologies/alphafold/,30,2024-06-07,20240609081624,6,1,1,1,0,0,1,1,1,1737,ok,https://web.archive.org/web/20240609081624id_/https://deepmind.google/technologies/alphafold/
AlphaFold 3,2024-05-08,https://deepmind.google/technologies/alphafold/,60,2024-07-07,20240708000805,6,1,1,1,0,0,1,1,1,2001,ok,https://web.archive.org/web/20240708000805id_/https://deepmind.google/technologies/alphafold/
AlphaFold 3,2024-05-08,https://deepmind.google/technologies/alphafold/,90,2024-08-06,20240806231756,6,1,1,1,0,0,1,1,1,2034,ok,https://web.archive.org/web/20240806231756id_/https://deepmind.google/technologies/alphafold/
AlphaFold 3,2024-05-08,https://deepmind.google/technologies/alphafold/,180,2024-11-04,,,,,,,,,,,,no_snapshot,
GPT-4o,2024-05-13,https://openai.com/index/hello-gpt-4o/,0,2024-05-13,20240513235319,6,1,1,1,0,0,1,1,1,2206,ok,https://web.archive.org/web/20240513235319id_/https://openai.com/index/hello-gpt-4o/
GPT-4o,2024-05-13,https://openai.com/index/hello-gpt-4o/,30,2024-06-12,20240613001705,6,1,1,1,0,0,1,1,1,2091,ok,https://web.archive.org/web/20240613001705id_/https://openai.com/index/hello-gpt-4o/
GPT-4o,2024-05-13,https://openai.com/index/hello-gpt-4o/,60,2024-07-12,,,,,,,,,,,,no_snapshot,
GPT-4o,2024-05-13,https://openai.com/index/hello-gpt-4o/,90,2024-08-11,,,,,,,,,,,,no_snapshot,
GPT-4o,2024-05-13,https://openai.com/index/hello-gpt-4o/,180,2024-11-09,,,,,,,,,,,,no_snapshot,
Apple Intelligence,2024-06-10,https://www.apple.com/apple-intelligence/,0,2024-06-10,,,,,,,,,,,,no_snapshot,
Apple Intelligence,2024-06-10,https://www.apple.com/apple-intelligence/,30,2024-07-10,,,,,,,,,,,,no_snapshot,
Apple Intelligence,2024-06-10,https://www.apple.com/apple-intelligence/,60,2024-08-09,20240810012506,7,1,1,1,1,1,1,0,1,1860,ok,https://web.archive.org/web/20240810012506id_/https://www.apple.com/apple-intelligence/
Apple Intelligence,2024-06-10,https://www.apple.com/apple-intelligence/,90,2024-09-08,20240909063804,7,1,1,1,1,1,1,0,1,1900,ok,https://web.archive.org/web/20240909063804id_/https://www.apple.com/apple-intelligence/
Apple Intelligence,2024-06-10,https://www.apple.com/apple-intelligence/,180,2024-12-07,,,,,,,,,,,,no_snapshot,
Dream Machine,2024-06-12,https://lumalabs.ai/dream-machine,0,2024-06-12,20240612211627,6,1,1,1,0,0,1,1,1,334,ok,https://web.archive.org/web/20240612211627id_/https://lumalabs.ai/dream-machine
Dream Machine,2024-06-12,https://lumalabs.ai/dream-machine,30,2024-07-12,20240713013916,6,1,1,1,0,0,1,1,1,332,ok,https://web.archive.org/web/20240713013916id_/https://lumalabs.ai/dream-machine
Dream Machine,2024-06-12,https://lumalabs.ai/dream-machine,60,2024-08-11,,,,,,,,,,,,no_snapshot,
Dream Machine,2024-06-12,https://lumalabs.ai/dream-machine,90,2024-09-10,20240908011245,6,1,1,1,0,0,1,1,1,338,ok,https://web.archive.org/web/20240908011245id_/https://lumalabs.ai/dream-machine
Dream Machine,2024-06-12,https://lumalabs.ai/dream-machine,180,2024-12-09,,,,,,,,,,,,no_snapshot,
Safe Superintelligence,2024-06-19,https://ssi.inc,0,2024-06-19,20240619235503,4,1,0,1,0,0,1,0,1,240,ok,https://web.archive.org/web/20240619235503id_/https://ssi.inc
Safe Superintelligence,2024-06-19,https://ssi.inc,30,2024-07-19,20240719210552,4,1,0,1,0,0,1,0,1,240,ok,https://web.archive.org/web/20240719210552id_/https://ssi.inc
Safe Superintelligence,2024-06-19,https://ssi.inc,60,2024-08-18,20240819165256,4,1,0,1,0,0,1,0,1,240,ok,https://web.archive.org/web/20240819165256id_/https://ssi.inc
Safe Superintelligence,2024-06-19,https://ssi.inc,90,2024-09-17,20240918013627,4,1,0,1,0,0,1,0,1,257,ok,https://web.archive.org/web/20240918013627id_/https://ssi.inc
Safe Superintelligence,2024-06-19,https://ssi.inc,180,2024-12-16,,,,,,,,,,,,no_snapshot,
Black Forest Labs,2024-08-01,https://blackforestlabs.ai,0,2024-08-01,,,,,,,,,,,,no_snapshot,
Black Forest Labs,2024-08-01,https://blackforestlabs.ai,30,2024-08-31,20240901214726,8,1,1,1,1,1,1,1,1,301,ok,https://web.archive.org/web/20240901214726id_/https://blackforestlabs.ai
Black Forest Labs,2024-08-01,https://blackforestlabs.ai,60,2024-09-30,20241001023528,8,1,1,1,1,1,1,1,1,305,ok,https://web.archive.org/web/20241001023528id_/https://blackforestlabs.ai
Black Forest Labs,2024-08-01,https://blackforestlabs.ai,90,2024-10-30,20241027134915,8,1,1,1,1,1,1,1,1,380,ok,https://web.archive.org/web/20241027134915id_/https://blackforestlabs.ai
Black Forest Labs,2024-08-01,https://blackforestlabs.ai,180,2025-01-28,20250128113842,8,1,1,1,1,1,1,1,1,409,ok,https://web.archive.org/web/20250128113842id_/https://blackforestlabs.ai
OpenAI o1,2024-09-12,https://openai.com/o1/,0,2024-09-12,,,,,,,,,,,,no_snapshot,
OpenAI o1,2024-09-12,https://openai.com/o1/,30,2024-10-12,20241014230230,6,1,1,1,0,0,1,1,1,185,ok,https://web.archive.org/web/20241014230230id_/https://openai.com/o1/
OpenAI o1,2024-09-12,https://openai.com/o1/,60,2024-11-11,,,,,,,,,,,,no_snapshot,
OpenAI o1,2024-09-12,https://openai.com/o1/,90,2024-12-11,20241212001722,6,1,1,1,0,0,1,1,1,185,ok,https://web.archive.org/web/20241212001722id_/https://openai.com/o1/
OpenAI o1,2024-09-12,https://openai.com/o1/,180,2025-03-11,20250308005500,6,1,1,1,0,0,1,1,1,362,ok,https://web.archive.org/web/20250308005500id_/https://openai.com/o1/
World Labs,2024-09-13,https://www.worldlabs.ai,0,2024-09-13,20240913214003,3,1,0,1,0,0,1,0,0,2,ok,https://web.archive.org/web/20240913214003id_/https://www.worldlabs.ai
World Labs,2024-09-13,https://www.worldlabs.ai,30,2024-10-13,,,,,,,,,,,,no_snapshot,
World Labs,2024-09-13,https://www.worldlabs.ai,60,2024-11-12,,,,,,,,,,,,no_snapshot,
World Labs,2024-09-13,https://www.worldlabs.ai,90,2024-12-12,20241215213103,3,1,0,1,0,0,1,0,0,2,ok,https://web.archive.org/web/20241215213103id_/https://www.worldlabs.ai
World Labs,2024-09-13,https://www.worldlabs.ai,180,2025-03-12,20250310190459,3,1,0,1,0,0,1,0,0,2,ok,https://web.archive.org/web/20250310190459id_/https://www.worldlabs.ai
Bolt.new,2024-10-04,https://bolt.new,0,2024-10-04,20241004213200,5,1,1,1,0,0,1,1,0,35,ok,https://web.archive.org/web/20241004213200id_/https://bolt.new
Bolt.new,2024-10-04,https://bolt.new,30,2024-11-03,20241104170324,5,1,1,1,0,0,1,1,0,28,ok,https://web.archive.org/web/20241104170324id_/https://bolt.new
Bolt.new,2024-10-04,https://bolt.new,60,2024-12-03,20241203201205,5,1,1,1,0,0,1,1,0,21,ok,https://web.archive.org/web/20241203201205id_/https://bolt.new
Bolt.new,2024-10-04,https://bolt.new,90,2025-01-02,20250103041704,5,1,1,1,0,0,1,1,0,21,ok,https://web.archive.org/web/20250103041704id_/https://bolt.new
Bolt.new,2024-10-04,https://bolt.new,180,2025-04-02,20250402233041,2,0,1,0,0,0,1,0,0,25,ok,https://web.archive.org/web/20250402233041id_/https://bolt.new
Windsurf,2024-11-13,https://codeium.com/windsurf,0,2024-11-13,20241113150238,6,1,1,1,0,0,1,1,1,731,ok,https://web.archive.org/web/20241113150238id_/https://codeium.com/windsurf
Windsurf,2024-11-13,https://codeium.com/windsurf,30,2024-12-13,20241212190729,6,1,1,1,0,0,1,1,1,730,ok,https://web.archive.org/web/20241212190729id_/https://codeium.com/windsurf
Windsurf,2024-11-13,https://codeium.com/windsurf,60,2025-01-12,20250113213051,6,1,1,1,0,0,1,1,1,730,ok,https://web.archive.org/web/20250113213051id_/https://codeium.com/windsurf
Windsurf,2024-11-13,https://codeium.com/windsurf,90,2025-02-11,,,,,,,,,,,,no_snapshot,
Windsurf,2024-11-13,https://codeium.com/windsurf,180,2025-05-12,20250402161759,6,1,1,1,0,0,1,1,1,871,ok,https://web.archive.org/web/20250402161759id_/https://codeium.com/windsurf
Lovable,2024-11-21,https://lovable.dev,0,2024-11-21,20241121135208,6,1,1,1,0,0,1,1,1,1033,ok,https://web.archive.org/web/20241121135208id_/https://lovable.dev
Lovable,2024-11-21,https://lovable.dev,30,2024-12-21,20241222133954,6,1,1,1,0,0,1,1,1,1022,ok,https://web.archive.org/web/20241222133954id_/https://lovable.dev
Lovable,2024-11-21,https://lovable.dev,60,2025-01-20,,,,,,,,,,,,no_snapshot,
Lovable,2024-11-21,https://lovable.dev,90,2025-02-19,20250219225703,6,1,1,1,0,0,1,1,1,1076,ok,https://web.archive.org/web/20250219225703id_/https://lovable.dev
Lovable,2024-11-21,https://lovable.dev,180,2025-05-20,20250521013746,5,1,1,1,0,0,1,1,0,77,ok,https://web.archive.org/web/20250521013746id_/https://lovable.dev
OpenAI o3,2024-12-20,https://openai.com/o3/,0,2024-12-20,,,,,,,,,,,,no_snapshot,
OpenAI o3,2024-12-20,https://openai.com/o3/,30,2025-01-19,,,,,,,,,,,,no_snapshot,
OpenAI o3,2024-12-20,https://openai.com/o3/,60,2025-02-18,,,,,,,,,,,,no_snapshot,
OpenAI o3,2024-12-20,https://openai.com/o3/,90,2025-03-20,,,,,,,,,,,,no_snapshot,
OpenAI o3,2024-12-20,https://openai.com/o3/,180,2025-06-18,,,,,,,,,,,,no_snapshot,
DeepSeek-R1,2025-01-20,https://api-docs.deepseek.com/news/news250120,0,2025-01-20,,,,,,,,,,,,no_snapshot,
DeepSeek-R1,2025-01-20,https://api-docs.deepseek.com/news/news250120,30,2025-02-19,20250218143359,7,1,1,1,0,1,1,1,1,366,ok,https://web.archive.org/web/20250218143359id_/https://api-docs.deepseek.com/news/news250120
DeepSeek-R1,2025-01-20,https://api-docs.deepseek.com/news/news250120,60,2025-03-21,,,,,,,,,,,,no_snapshot,
DeepSeek-R1,2025-01-20,https://api-docs.deepseek.com/news/news250120,90,2025-04-20,20250424174953,7,1,1,1,0,1,1,1,1,375,ok,https://web.archive.org/web/20250424174953id_/https://api-docs.deepseek.com/news/news250120
DeepSeek-R1,2025-01-20,https://api-docs.deepseek.com/news/news250120,180,2025-07-19,20250801232006,7,1,1,1,0,1,1,1,1,382,ok,https://web.archive.org/web/20250801232006id_/https://api-docs.deepseek.com/news/news250120
Operator,2025-01-23,https://openai.com/index/introducing-operator/,0,2025-01-23,20250123210058,6,1,1,1,0,0,1,1,1,1952,ok,https://web.archive.org/web/20250123210058id_/https://openai.com/index/introducing-operator/
Operator,2025-01-23,https://openai.com/index/introducing-operator/,30,2025-02-22,20250222091915,6,1,1,1,0,0,1,1,1,2138,ok,https://web.archive.org/web/20250222091915id_/https://openai.com/index/introducing-operator/
Operator,2025-01-23,https://openai.com/index/introducing-operator/,60,2025-03-24,20250326175647,6,1,1,1,0,0,1,1,1,2143,ok,https://web.archive.org/web/20250326175647id_/https://openai.com/index/introducing-operator/
Operator,2025-01-23,https://openai.com/index/introducing-operator/,90,2025-04-23,20250422211130,6,1,1,1,0,0,1,1,1,2140,ok,https://web.archive.org/web/20250422211130id_/https://openai.com/index/introducing-operator/
Operator,2025-01-23,https://openai.com/index/introducing-operator/,180,2025-07-22,,,,,,,,,,,,no_snapshot,
Manus,2025-03-06,https://manus.im,0,2025-03-06,,,,,,,,,,,,no_snapshot,
Manus,2025-03-06,https://manus.im,30,2025-04-05,20250406165907,5,1,0,1,0,0,1,1,1,946,ok,https://web.archive.org/web/20250406165907id_/https://manus.im
Manus,2025-03-06,https://manus.im,60,2025-05-05,20250505131417,5,1,0,1,0,0,1,1,1,7328,ok,https://web.archive.org/web/20250505131417id_/https://manus.im
Manus,2025-03-06,https://manus.im,90,2025-06-04,,,,,,,,,,,,no_snapshot,
Manus,2025-03-06,https://manus.im,180,2025-09-02,,,,,,,,,,,,no_snapshot,
